"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","PRT.BCA_NGDPD.A","OBS_VALUE","Portugal","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.752","0.780","-0.689","-0.663","-2.024","0.574","2.242","1.239"
"IMF.RES:WEO(9.0.0)","ESP.NGDPDPC.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","30526.940","29664.183","27188.392","30792.106","30154.509","33312.918","35151.242","38290.386"
"IMF.RES:WEO(9.0.0)","ESP.LP.A","OBS_VALUE","Spain","Population, Persons for countries / Index for country groups","Annual","Millions","46.919","47.318","47.401","47.487","48.085","48.628","49.078","49.721"
"IMF.RES:WEO(9.0.0)","MLT.BCA_NGDPD.A","OBS_VALUE","Malta","Current account balance (credit less debit), Percent of GDP","Annual","Units","13.341","17.898","16.015","9.374","-2.868","6.526","7.078","5.695"
"IMF.RES:WEO(9.0.0)","PRT.NGDPDPC.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","23436.023","23192.200","22093.250","24618.881","24558.610","27642.598","29319.477","32165.930"
"IMF.RES:WEO(9.0.0)","ZAF.PCPIPCH.A","OBS_VALUE","South Africa","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.596","4.115","3.288","4.553","6.864","5.903","4.426","3.223"
"IMF.RES:WEO(9.0.0)","NZL.LP.A","OBS_VALUE","New Zealand","Population, Persons for countries / Index for country groups","Annual","Millions","4.901","4.977","5.068","5.084","5.090","5.199","5.290","5.324"
"IMF.RES:WEO(9.0.0)","TUR.BCA_NGDPD.A","OBS_VALUE","Türkiye, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.809","1.937","-4.248","-0.854","-5.047","-3.626","-0.959","-1.884"
"IMF.RES:WEO(9.0.0)","AUS.NGDPDPC.A","OBS_VALUE","Australia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","56573.190","54543.960","53321.573","64411.291","65775.618","64851.313","65700.943","66351.856"
"IMF.RES:WEO(9.0.0)","NZL.NGDPDPC.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","42744.098","42389.970","41600.502","49115.964","48165.092","48787.260","48929.398","48620.650"
"IMF.RES:WEO(9.0.0)","AUS.LP.A","OBS_VALUE","Australia","Population, Persons for countries / Index for country groups","Annual","Millions","25.146","25.520","25.631","25.774","26.320","26.957","27.388","27.730"
"IMF.RES:WEO(9.0.0)","TUR.LP.A","OBS_VALUE","Türkiye, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","81.407","82.579","83.385","84.147","84.980","85.326","85.518","85.825"
"IMF.RES:WEO(9.0.0)","ESP.PCPIPCH.A","OBS_VALUE","Spain","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.736","0.778","-0.339","3.009","8.322","3.402","2.868","2.691"
"IMF.RES:WEO(9.0.0)","TUR.NGDPDPC.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9917.054","9387.652","8758.704","9836.039","10881.992","13516.335","15882.632","18611.136"
"IMF.RES:WEO(9.0.0)","AUS.PCPIPCH.A","OBS_VALUE","Australia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.933","1.566","0.890","2.841","6.614","5.614","3.160","2.865"
"IMF.RES:WEO(9.0.0)","BOL.PCPIPCH.A","OBS_VALUE","Bolivia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.272","1.839","0.942","0.736","1.747","2.577","5.100","19.517"
"IMF.RES:WEO(9.0.0)","ARG.NGDPDPC.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","11786.433","9941.590","8489.332","10610.191","13702.230","13908.489","13538.693","14354.988"
"IMF.RES:WEO(9.0.0)","BOL.BCA_NGDPD.A","OBS_VALUE","Bolivia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.537","-2.765","-0.037","3.300","2.249","-2.171","-2.361","-1.897"
"IMF.RES:WEO(9.0.0)","BOL.LP.A","OBS_VALUE","Bolivia","Population, Persons for countries / Index for country groups","Annual","Millions","11.508","11.671","11.816","11.937","12.077","12.244","12.413","12.582"
"IMF.RES:WEO(9.0.0)","ARG.BCA_NGDPD.A","OBS_VALUE","Argentina","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.164","-0.781","0.698","1.363","-0.626","-3.198","0.894","-1.113"
"IMF.RES:WEO(9.0.0)","BRA.BCA_NGDPD.A","OBS_VALUE","Brazil","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.808","-3.414","-1.641","-2.358","-2.150","-1.236","-3.027","-3.026"
"IMF.RES:WEO(9.0.0)","ZAF.LP.A","OBS_VALUE","South Africa","Population, Persons for countries / Index for country groups","Annual","Millions","58.039","58.890","59.694","60.235","60.867","61.578","62.329","63.101"
"IMF.RES:WEO(9.0.0)","G205.D_NGDPD.A","OBS_VALUE","Latin America and the Caribbean (LAC)","External debt, Percent of GDP","Annual","Units","46.899","47.847","55.801","51.512","45.929","47.386","43.928","42.910"
"IMF.RES:WEO(9.0.0)","G200.PCPIPCH.A","OBS_VALUE","Emerging Market and Developing Economies","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.931","5.182","5.276","5.879","9.661","8.231","7.967","5.217"
"IMF.RES:WEO(9.0.0)","G205.BCA_NGDPD.A","OBS_VALUE","Latin America and the Caribbean (LAC)","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.708","-2.043","-0.205","-1.774","-2.203","-1.162","-1.094","-1.155"
"IMF.RES:WEO(9.0.0)","G200.D_NGDPD.A","OBS_VALUE","Emerging Market and Developing Economies","External debt, Percent of GDP","Annual","Units","29.928","29.865","32.351","30.600","28.059","28.762","28.058","27.332"
"IMF.RES:WEO(9.0.0)","G200.BCA_NGDPD.A","OBS_VALUE","Emerging Market and Developing Economies","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.130","0.036","0.443","0.928","1.576","0.649","0.911","1.232"
"IMF.RES:WEO(9.0.0)","ZAF.BCA_NGDPD.A","OBS_VALUE","South Africa","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.929","-2.604","1.969","3.732","-0.324","-1.086","-0.653","-0.540"
"IMF.RES:WEO(9.0.0)","ZAF.NGDPDPC.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6979.677","6609.723","5660.106","6970.691","6693.779","6192.660","6434.850","6769.156"
"IMF.RES:WEO(9.0.0)","NZL.PCPIPCH.A","OBS_VALUE","New Zealand","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.598","1.620","1.715","3.941","7.172","5.733","2.923","2.840"
"IMF.RES:WEO(9.0.0)","CHL.BCA_NGDPD.A","OBS_VALUE","Chile","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.490","-5.217","-1.949","-7.279","-8.849","-3.128","-1.469","-2.289"
"IMF.RES:WEO(9.0.0)","COL.PCPIPCH.A","OBS_VALUE","Colombia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.242","3.523","2.525","3.505","10.180","11.730","6.602","5.143"
"IMF.RES:WEO(9.0.0)","CHL.PCPIPCH.A","OBS_VALUE","Chile","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.319","2.254","3.045","4.525","11.644","7.582","3.927","4.212"
"IMF.RES:WEO(9.0.0)","CRI.NGDPDPC.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12458.314","12757.290","12244.047","12660.545","13575.942","16582.493","18164.960","19161.968"
"IMF.RES:WEO(9.0.0)","COL.NGDPDPC.A","OBS_VALUE","Colombia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6923.711","6540.105","5363.203","6231.291","6687.547","7026.609","7979.809","8622.574"
"IMF.RES:WEO(9.0.0)","BRA.LP.A","OBS_VALUE","Brazil","Population, Persons for countries / Index for country groups","Annual","Millions","206.529","207.900","209.165","210.104","210.863","211.695","212.584","213.362"
"IMF.RES:WEO(9.0.0)","BOL.NGDPDPC.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4237.518","4233.790","3607.068","4039.994","4250.215","4305.865","4453.390","5106.530"
"IMF.RES:WEO(9.0.0)","BRA.NGDPDPC.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9281.668","9010.512","7057.072","7951.553","9256.482","10350.437","10282.171","10685.689"
"IMF.RES:WEO(9.0.0)","G205.PCPIPCH.A","OBS_VALUE","Latin America and the Caribbean (LAC)","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","6.646","7.624","6.453","9.898","14.220","14.755","16.629","7.581"
"IMF.RES:WEO(9.0.0)","ARG.LP.A","OBS_VALUE","Argentina","Population, Persons for countries / Index for country groups","Annual","Millions","44.495","44.939","45.377","45.809","46.235","46.655","47.068","47.474"
"IMF.RES:WEO(9.0.0)","ARG.PCPIPCH.A","OBS_VALUE","Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","34.277","53.548","42.015","48.409","72.431","133.489","219.885","41.920"
"IMF.RES:WEO(9.0.0)","DOM.PCPIPCH.A","OBS_VALUE","Dominican Republic","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.564","1.811","3.781","8.243","8.812","4.786","3.302","3.873"
"IMF.RES:WEO(9.0.0)","ECU.BCA_NGDPD.A","OBS_VALUE","Ecuador","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.533","-0.506","2.093","2.839","1.954","1.991","5.690","5.826"
"IMF.RES:WEO(9.0.0)","DOM.LP.A","OBS_VALUE","Dominican Republic","Population, Persons for countries / Index for country groups","Annual","Millions","10.266","10.358","10.448","10.536","10.622","10.709","10.797","10.885"
"IMF.RES:WEO(9.0.0)","CHL.LP.A","OBS_VALUE","Chile","Population, Persons for countries / Index for country groups","Annual","Millions","18.754","19.040","19.236","19.392","19.582","19.756","19.904","20.037"
"IMF.RES:WEO(9.0.0)","COL.LP.A","OBS_VALUE","Colombia","Population, Persons for countries / Index for country groups","Annual","Millions","48.258","49.396","50.408","51.117","51.683","52.216","52.696","53.048"
"IMF.RES:WEO(9.0.0)","CHL.NGDPDPC.A","OBS_VALUE","Chile","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","15752.408","14602.920","13207.850","16265.341","15385.381","16988.274","16589.838","17734.761"
"IMF.RES:WEO(9.0.0)","CRI.BCA_NGDPD.A","OBS_VALUE","Costa Rica","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.984","-1.184","-1.039","-3.145","-3.201","-1.266","-0.933","-0.727"
"IMF.RES:WEO(9.0.0)","BRA.PCPIPCH.A","OBS_VALUE","Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.665","3.733","3.212","8.302","9.280","4.594","4.367","5.017"
"IMF.RES:WEO(9.0.0)","COL.BCA_NGDPD.A","OBS_VALUE","Colombia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.202","-4.584","-3.428","-5.635","-6.041","-2.268","-1.668","-2.379"
"IMF.RES:WEO(9.0.0)","CRI.LP.A","OBS_VALUE","Costa Rica","Population, Persons for countries / Index for country groups","Annual","Millions","5.022","5.075","5.128","5.180","5.229","5.278","5.325","5.370"
"IMF.RES:WEO(9.0.0)","HTI.NGDPDPC.A","OBS_VALUE","Haiti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1441.864","1277.213","1235.476","1765.242","1643.221","1603.278","2040.600","2556.526"
"IMF.RES:WEO(9.0.0)","HTI.BCA_NGDPD.A","OBS_VALUE","Haiti","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.881","-1.140","0.355","0.417","-2.481","-3.482","-0.574","1.874"
"IMF.RES:WEO(9.0.0)","HTI.PCPIPCH.A","OBS_VALUE","Haiti","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","11.416","17.308","22.945","15.941","27.576","44.100","25.844","28.306"
"IMF.RES:WEO(9.0.0)","SLV.LP.A","OBS_VALUE","El Salvador","Population, Persons for countries / Index for country groups","Annual","Millions","6.220","6.222","6.235","6.256","6.280","6.310","6.338","6.383"
"IMF.RES:WEO(9.0.0)","DOM.BCA_NGDPD.A","OBS_VALUE","Dominican Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.553","-1.331","-1.691","-2.825","-5.754","-3.658","-3.344","-1.188"
"IMF.RES:WEO(9.0.0)","ECU.NGDPDPC.A","OBS_VALUE","Ecuador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6293.459","6199.031","5469.758","6084.743","6555.526","6772.859","6890.706","7198.575"
"IMF.RES:WEO(9.0.0)","SLV.PCPIPCH.A","OBS_VALUE","El Salvador","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.088","0.074","-0.370","3.468","7.196","4.047","0.854","0.258"
"IMF.RES:WEO(9.0.0)","CRI.PCPIPCH.A","OBS_VALUE","Costa Rica","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.221","2.096","0.725","1.727","8.275","0.525","-0.412","-0.074"
"IMF.RES:WEO(9.0.0)","ECU.PCPIPCH.A","OBS_VALUE","Ecuador","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","-0.224","0.266","-0.339","0.133","3.466","2.216","1.547","0.711"
"IMF.RES:WEO(9.0.0)","SLV.BCA_NGDPD.A","OBS_VALUE","El Salvador","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.302","-0.422","1.110","-4.306","-6.726","-1.087","-1.789","-3.934"
"IMF.RES:WEO(9.0.0)","ECU.LP.A","OBS_VALUE","Ecuador","Population, Persons for countries / Index for country groups","Annual","Millions","17.078","17.357","17.526","17.614","17.715","17.835","17.967","18.104"
"IMF.RES:WEO(9.0.0)","SLV.NGDPDPC.A","OBS_VALUE","El Salvador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4183.552","4320.129","3997.175","4642.594","5074.616","5365.465","5579.655","5839.018"
"IMF.RES:WEO(9.0.0)","DOM.NGDPDPC.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8286.301","8614.967","7524.961","9023.429","10714.918","11279.604","11541.579","11749.205"
"IMF.RES:WEO(9.0.0)","PAN.PCPIPCH.A","OBS_VALUE","Panama","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.762","-0.355","-1.550","1.631","2.860","1.486","0.693","0.006"
"IMF.RES:WEO(9.0.0)","MEX.NGDPDPC.A","OBS_VALUE","Mexico","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9970.967","10251.145","8744.029","10207.315","11287.534","13683.652","13838.574","13741.296"
"IMF.RES:WEO(9.0.0)","NIC.BCA_NGDPD.A","OBS_VALUE","Nicaragua","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.797","5.932","3.772","-2.767","-2.889","8.227","4.156","8.568"
"IMF.RES:WEO(9.0.0)","HND.LP.A","OBS_VALUE","Honduras","Population, Persons for countries / Index for country groups","Annual","Millions","9.765","9.944","10.120","10.290","10.464","10.645","10.826","11.006"
"IMF.RES:WEO(9.0.0)","GTM.NGDPDPC.A","OBS_VALUE","Guatemala","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4353.115","4511.059","4477.542","4911.934","5358.743","5757.518","6149.479","6489.088"
"IMF.RES:WEO(9.0.0)","GTM.LP.A","OBS_VALUE","Guatemala","Population, Persons for countries / Index for country groups","Annual","Millions","16.846","17.104","17.357","17.599","17.848","18.125","18.406","18.664"
"IMF.RES:WEO(9.0.0)","GTM.BCA_NGDPD.A","OBS_VALUE","Guatemala","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.886","2.361","5.049","2.167","1.167","3.078","2.887","4.843"
"IMF.RES:WEO(9.0.0)","MEX.BCA_NGDPD.A","OBS_VALUE","Mexico","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.064","-0.297","2.397","-0.341","-1.274","-0.699","-0.912","-0.447"
"IMF.RES:WEO(9.0.0)","HND.BCA_NGDPD.A","OBS_VALUE","Honduras","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.572","-2.624","2.852","-5.464","-6.863","-3.981","-4.428","2.412"
"IMF.RES:WEO(9.0.0)","HND.NGDPDPC.A","OBS_VALUE","Honduras","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2464.563","2502.384","2307.432","2735.306","3003.169","3227.455","3427.028","3606.620"
"IMF.RES:WEO(9.0.0)","GTM.PCPIPCH.A","OBS_VALUE","Guatemala","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.752","3.701","3.212","4.263","6.882","6.209","2.869","1.577"
"IMF.RES:WEO(9.0.0)","HND.PCPIPCH.A","OBS_VALUE","Honduras","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.346","4.367","3.469","4.481","9.091","6.663","4.605","4.596"
"IMF.RES:WEO(9.0.0)","HTI.LP.A","OBS_VALUE","Haiti","Population, Persons for countries / Index for country groups","Annual","Millions","11.412","11.578","11.743","11.906","12.065","12.227","12.391","12.557"
"IMF.RES:WEO(9.0.0)","VEN.NGDPDPC.A","OBS_VALUE","Venezuela, República Bolivariana de","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3529.708","2624.783","1532.617","2052.288","3306.913","3828.580","4539.177","3736.309"
"IMF.RES:WEO(9.0.0)","VEN.LP.A","OBS_VALUE","Venezuela, República Bolivariana de","Population, Persons for countries / Index for country groups","Annual","Millions","28.903","27.817","27.951","27.586","26.917","26.740","26.561","26.674"
"IMF.RES:WEO(9.0.0)","VEN.BCA_NGDPD.A","OBS_VALUE","Venezuela, República Bolivariana de","Current account balance (credit less debit), Percent of GDP","Annual","Units","8.442","5.884","-3.228","-0.945","4.033","5.826","4.093","2.566"
"IMF.RES:WEO(9.0.0)","PER.PCPIPCH.A","OBS_VALUE","Peru","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.317","2.136","1.827","3.979","7.871","6.269","2.351","1.501"
"IMF.RES:WEO(9.0.0)","MEX.LP.A","OBS_VALUE","Mexico","Population, Persons for countries / Index for country groups","Annual","Millions","125.996","127.216","128.209","128.983","129.961","131.135","132.274","133.367"
"IMF.RES:WEO(9.0.0)","MEX.PCPIPCH.A","OBS_VALUE","Mexico","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.897","3.635","3.397","5.691","7.896","5.526","4.723","3.823"
"IMF.RES:WEO(9.0.0)","PRY.BCA_NGDPD.A","OBS_VALUE","Paraguay","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.231","-0.163","2.387","-0.609","-6.452","0.141","-3.401","-3.519"
"IMF.RES:WEO(9.0.0)","NIC.NGDPDPC.A","OBS_VALUE","Nicaragua","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2016.164","1947.608","1930.112","2131.973","2345.867","2672.800","2955.492","3336.710"
"IMF.RES:WEO(9.0.0)","PAN.LP.A","OBS_VALUE","Panama","Population, Persons for countries / Index for country groups","Annual","Millions","4.159","4.219","4.279","4.337","4.395","4.453","4.510","4.566"
"IMF.RES:WEO(9.0.0)","NIC.LP.A","OBS_VALUE","Nicaragua","Population, Persons for countries / Index for country groups","Annual","Millions","6.460","6.528","6.596","6.664","6.664","6.664","6.664","6.664"
"IMF.RES:WEO(9.0.0)","NIC.PCPIPCH.A","OBS_VALUE","Nicaragua","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.947","5.376","3.682","4.928","10.467","8.445","4.636","2.083"
"IMF.RES:WEO(9.0.0)","PAN.BCA_NGDPD.A","OBS_VALUE","Panama","Current account balance (credit less debit), Percent of GDP","Annual","Units","-7.884","-5.144","0.215","-1.214","0.038","-3.080","0.657","0.300"
"IMF.RES:WEO(9.0.0)","PAN.NGDPDPC.A","OBS_VALUE","Panama","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16186.579","16539.978","13336.414","15538.410","17399.795","18822.252","19186.913","19814.145"
